GENE.ID	log2FC	RAW.PVAL	ADJ.PVAL
ENSG00000167522	0.000404488104441583	0.995800843786706	0.995800843786706
ENSG00000108423	-0.00224400866425923	0.985049359796593	0.988567393224438
ENSG00000186231	0.00199603245015854	0.97664650330474	0.9836475535076414
ENSG00000224597	-0.143172686847379	0.96823029570063	0.9786788240715001
ENSG00000047932	-0.114537780855576	0.967647491731202	0.9786788240715001
ENSG00000273020	0.0105804167860324	0.963619327751543	0.9786788240715001
ENSG00000082996	0.011567359439834	0.952680967591469	0.973466734157101
ENSG00000239920	-0.0324025448615407	0.945398889780073	0.9695514161613158
ENSG00000249884	0.00882452892677663	0.930453821091318	0.957719867130624
ENSG00000092200	-0.0102306857688558	0.927026236284505	0.9576998985145071
ENSG00000104093	-0.0093937577656339	0.918485874393662	0.9523783420834651
ENSG00000105538	-0.00635183948749841	0.913424815070329	0.9506384186472684
ENSG00000204179	-0.111490884464082	0.912455903194121	0.9506384186472684
ENSG00000272743	0.014350058477246	0.906260220124657	0.950220603936674
ENSG00000041982	0.0125401785047889	0.897163035857899	0.9442052924197364
ENSG00000184220	0.0111322489307221	0.897101324408082	0.9442052924197364
ENSG00000204941	0.0141119155857034	0.885398655949574	0.9388566880069068
ENSG00000148840	0.0224266218264775	0.881220463199008	0.9379657202989442
ENSG00000158560	0.022034300537175	0.87693327326872	0.9369515201084041
ENSG00000213514	0.024056647929229	0.876267131437794	0.9369515201084041
ENSG00000051825	-0.0123692395052055	0.868976649249506	0.9355648982341425
ENSG00000160746	-0.0226471950460351	0.858342822443192	0.927670511948219
ENSG00000162598	0.0233293464578499	0.852098280603011	0.9244772851329965
ENSG00000103540	-0.0209487730803948	0.84962127486567	0.9244772851329965
ENSG00000182957	0.507596420795137	0.842883542042308	0.9215964019995662
ENSG00000185842	-0.0195741734960263	0.839888300008565	0.9215964019995662
ENSG00000234814	-0.0274312862629347	0.830805143165604	0.9155146871746461
ENSG00000158987	-0.0810020478068112	0.826150542056919	0.9139696941653316
ENSG00000074657	0.0264847205677756	0.82179116836152	0.9127403885754432
ENSG00000262666	-0.0310715287808554	0.80943113275966	0.902579953593113
ENSG00000228224	0.046607745349799	0.805139011377314	0.9013707657252
ENSG00000249209	-0.0264703452077552	0.782729440163788	0.8797878907440978
ENSG00000012048	0.0305534000941085	0.781904035997049	0.8797878907440978
ENSG00000162946	-0.22158694518657	0.779841424583346	0.8797878907440978
ENSG00000257545	-0.0264694715199396	0.768938009045072	0.8747837268893329
ENSG00000145113	0.290450521440687	0.765380390968846	0.8742759750497795
ENSG00000144504	-0.0357471034538469	0.74511663755961	0.8546031638948997
ENSG00000171475	0.0270060710082663	0.742589405867548	0.8546031638948997
ENSG00000197321	-0.0338899556731346	0.732335154213264	0.8468567009626633
ENSG00000213931	0.0245706156108772	0.726666445839587	0.8437738482682807
ENSG00000237298	0.300179780802639	0.718314531195547	0.8375368600246835
ENSG00000248327	-0.197673238939873	0.716578848757982	0.8375368600246835
ENSG00000132185	0.0355324134541687	0.639451876020166	0.7518241722245466
ENSG00000122008	-0.0494715144190083	0.620655225871407	0.7327904137389301
ENSG00000168995	-0.0654039759494572	0.619063574187957	0.7327904137389301
ENSG00000183091	-0.0483275263710596	0.617527418428844	0.7327904137389301
ENSG00000070018	0.0398160556479166	0.608324132247381	0.727400345368145
ENSG00000213934	-0.387410554699929	0.58913038549391	0.7074599928367038
ENSG00000138039	-0.0578295592305536	0.548036613020505	0.6609368594796647
ENSG00000165379	0.0694024656730173	0.538892033172237	0.652709747074994
ENSG00000134365	1.19358784326953	0.536720328155186	0.652709747074994
ENSG00000085511	0.603553767814926	0.535835111629443	0.652709747074994
ENSG00000250588	0.0804845128301425	0.519502515661424	0.6374681524055029
ENSG00000122482	0.0541130677350258	0.515064792511985	0.6347947662099463
ENSG00000111785	-0.0849565685976299	0.501493112032174	0.6207910329561273
ENSG00000107371	0.225216804472393	0.49910037974178	0.620562861537346
ENSG00000184343	-4.91943463854893	0.484121102278255	0.604613465511954
ENSG00000268444	0.250407115068604	0.475488905596502	0.5964838503241833
ENSG00000198753	-6.01461712939969	0.470308580791692	0.592630991939307
ENSG00000054654	-0.065485846480978	0.465632484416258	0.5893816582025607
ENSG00000110693	-0.107313474686662	0.46432641054314	0.5893816582025607
ENSG00000078319	-0.29424945132179	0.461994633237099	0.5893816582025607
ENSG00000130775	-0.0520952439986268	0.45336613220589	0.5817163614148635
ENSG00000270106	0.586838846433489	0.446315854228085	0.5752970414591371
ENSG00000068781	0.0710030403244438	0.443799740738673	0.574689986855148
ENSG00000115561	-0.0883970499444991	0.44122424221188	0.574000055840455
ENSG00000185215	-0.693142791431916	0.438829237304907	0.5735396078264133
ENSG00000172671	0.056536409688526	0.436676919287956	0.5733935248594189
ENSG00000179044	0.0592847760028438	0.433838208589486	0.5723405474819041
ENSG00000074047	-0.758607419984556	0.423127451090281	0.5608434611149479
