GENE.ID	log2FC	RAW.PVAL	ADJ.PVAL
ENSG00000108423	-0.000371360505418392	0.997560601605105	0.997560601605105
ENSG00000167522	0.0027893026186276	0.971843222098006	0.975314090748356
ENSG00000186231	0.00314140076862076	0.965294683629321	0.9722143587807858
ENSG00000047932	-0.0855138001127243	0.955140294041586	0.9654475634017469
ENSG00000092200	-0.00702797668333449	0.950190453253429	0.9639116150332618
ENSG00000148840	0.00941915947011731	0.949404050153131	0.9639116150332618
ENSG00000272743	0.00815442398160304	0.946362894351645	0.9639116150332618
ENSG00000204179	-0.0689605785807192	0.945719286636843	0.9639116150332618
ENSG00000249884	0.00707809350872914	0.943852894464673	0.9639116150332618
ENSG00000224597	-0.135170066729253	0.938708627468676	0.9639116150332618
ENSG00000162598	0.0110918952614625	0.929504254676581	0.9638033046646467
ENSG00000182957	0.181845731608528	0.927565523070243	0.9638033046646467
ENSG00000213514	0.0142195928243893	0.923975072768733	0.9638033046646467
ENSG00000237298	0.0901398108146167	0.920404808430876	0.9638033046646467
ENSG00000204941	0.0192430779712989	0.91222840104749	0.9600606018514782
ENSG00000105538	-0.00716771877014591	0.909964790349287	0.9600606018514782
ENSG00000051825	-0.00917150311943705	0.907057212421386	0.9600606018514782
ENSG00000158560	0.0176235181699386	0.898503106922079	0.9563612615344856
ENSG00000082996	0.0256771123614471	0.892457454558292	0.95353819289308
ENSG00000104093	-0.0129431868873749	0.889864308000135	0.95353819289308
ENSG00000041982	0.0137043194298894	0.887826390924813	0.95353819289308
ENSG00000273020	0.0407891287206282	0.887543310059982	0.95353819289308
ENSG00000184220	0.0136350581133374	0.876033382809169	0.9504454848238475
ENSG00000074657	0.0190743788235676	0.869719774081832	0.9472529322364138
ENSG00000228224	0.0528092539674231	0.86005756340543	0.9403742230230576
ENSG00000249209	-0.0287889358904698	0.858860710426144	0.9403742230230576
ENSG00000185842	-0.0196008372328151	0.842028503459683	0.927882390086945
ENSG00000234814	-0.0265144725055912	0.83329712720668	0.9218759556892799
ENSG00000012048	0.0376730155403721	0.824214948087088	0.9154324126975166
ENSG00000103540	-0.0273920434467792	0.804559129154765	0.8971472829067023
ENSG00000160746	-0.03187042723244	0.798292002395006	0.8937053891354448
ENSG00000262666	-0.0335068123862698	0.793177556865181	0.8915315739164635
ENSG00000162946	-0.204567535666699	0.790671430364138	0.8915315739164635
ENSG00000198753	-1.24828181492942	0.781735176574025	0.8857563895858912
ENSG00000171475	0.0238350946317007	0.776784443021484	0.8837102367977206
ENSG00000145113	0.298146355392438	0.764366763622404	0.8731181324304697
ENSG00000184343	-1.17535598136001	0.758736955994025	0.8702248352421267
ENSG00000261553	-0.703009382917737	0.754321754318621	0.8687066105062807
ENSG00000144504	-0.035205663717003	0.746656363699509	0.863417441150461
ENSG00000257545	-0.0297829294070933	0.746565089454688	0.863417441150461
ENSG00000185215	-0.27038261056244	0.741896564917212	0.863417441150461
ENSG00000122482	0.0561478929237616	0.733264113717374	0.8585300664774255
ENSG00000213931	0.0259843232744031	0.727773654372876	0.8556669325471888
ENSG00000197321	-0.0370436563836261	0.712378144267608	0.841085119912596
ENSG00000158987	-0.135871645062324	0.707877045474831	0.8392972564490612
ENSG00000239920	-0.203485155207777	0.696288259907469	0.8290550891271135
ENSG00000151967	-0.0915785992484114	0.679733275818362	0.8127874489572754
ENSG00000168995	-0.0711743163854894	0.679506028310256	0.8127874489572754
ENSG00000165379	0.0698020500004586	0.677646133453795	0.8127874489572754
ENSG00000132185	0.0370787797966999	0.643499044577509	0.7794104807167243
ENSG00000183091	-0.0471019223660509	0.632125746565805	0.7689495012337282
ENSG00000078319	-0.191559118477605	0.619897206695243	0.7573526742667969
ENSG00000122008	-0.0513562843886682	0.610882522390352	0.7495982043305194
ENSG00000070018	0.0425354226394588	0.597229305262045	0.7360589244676957
ENSG00000250588	0.0868342025169834	0.591997843477893	0.7328255243052332
ENSG00000084234	-0.418131356100069	0.586002767648353	0.7286140606601204
ENSG00000184206	0.166641284018992	0.5663567000045	0.7073165897833978
ENSG00000090932	0.268354237208696	0.559991425873572	0.7024892440646149
ENSG00000118200	-0.527065235450323	0.555959882710564	0.7005593140881995
ENSG00000138039	-0.0599657094047429	0.538573690534226	0.6817081398203491
ENSG00000146147	-0.552469072727778	0.53192659519203	0.6763410554251603
ENSG00000085511	0.609769687757672	0.51709736003639	0.6604743553192072
ENSG00000111785	-0.0859298912526344	0.493662337099196	0.6334206243144935
ENSG00000110693	-0.0987805016058831	0.490752046293419	0.6325748853598657
ENSG00000054654	-0.0639647724949906	0.488011925906936	0.6319417105062167
ENSG00000172671	0.0555707280148299	0.465917264377779	0.6061238485655365
ENSG00000130775	-0.0538545175155261	0.464559279458964	0.6061238485655365
ENSG00000248327	-0.397281876564627	0.460242962503731	0.6043377217922823
ENSG00000068781	0.0704060287853918	0.458561454263767	0.6043377217922823
ENSG00000179044	0.0586327844021105	0.457116993168178	0.6043377217922823
ENSG00000140009	-0.131017249847039	0.441789624219269	0.5883549023962777
ENSG00000258969	-0.142495353776768	0.431336974298263	0.5771699513229138
ENSG00000163359	-0.0841147791261007	0.428444636277855	0.576042788488408
ENSG00000078018	1.3496788078505	0.425420733910842	0.574727049177628
ENSG00000115561	-0.0929589173639993	0.418819989950215	0.5685430781449778
ENSG00000080910	-2.11011240670325	0.412175288924631	0.5622391077078704
ENSG00000257046	0.0972070501050435	0.411596900938828	0.5622391077078704
ENSG00000132669	-0.140781042801691	0.407784216527538	0.5617027688443048
ENSG00000231686	-0.0863278358263466	0.403466025386054	0.5584923799678875
ENSG00000090924	0.0617181163851123	0.40251600434047	0.5584923799678875
ENSG00000185811	-0.0670500752951255	0.399274871780175	0.558190243632981
ENSG00000115310	0.078817007154332	0.396550347519573	0.5571532382650001
ENSG00000107371	0.299519827096673	0.395250961308063	0.5571532382650001
ENSG00000188542	1.43763424455009	0.394659736795748	0.5571532382650001
ENSG00000134365	1.52364953602336	0.378791525585514	0.5403066938554794
ENSG00000204969	-0.123390519952607	0.374649402481169	0.537124908659227
ENSG00000268444	0.340538278967281	0.36794749073408	0.5302217686988537
ENSG00000243444	-0.372234639639915	0.362865706969481	0.5255941425691967
ENSG00000013561	0.0984394366916408	0.361527197175801	0.5255941425691967
ENSG00000141655	-0.146264622091107	0.348089347842435	0.5094432642902305
ENSG00000147526	0.0899493666219774	0.342871616715747	0.5044341586236906
ENSG00000105866	-0.130832872851598	0.331858846452411	0.4908017676480394
ENSG00000174776	0.0598930659005415	0.329777879691473	0.49030467827144925
ENSG00000175768	0.0963110212480503	0.329106259185789	0.49030467827144925
ENSG00000177570	-0.161700510042471	0.324430804664751	0.48751366904168464
ENSG00000116106	-0.104867342105771	0.323505411837679	0.48751366904168464
ENSG00000248049	-0.209886248180419	0.318365481518831	0.48357135300968385
ENSG00000137571	-0.100472021795722	0.317491962972297	0.48357135300968385
ENSG00000113396	-0.162960687172146	0.310578247593624	0.4768988392011385
ENSG00000255872	0.0919696181792665	0.310470750997532	0.4768988392011385
ENSG00000213934	-0.707432875848357	0.304682663093975	0.4730156261293203
ENSG00000273201	-0.130870822692489	0.298914412273241	0.466638610271004
ENSG00000166169	-0.0914281352589823	0.293465514683069	0.46069167388794624
ENSG00000111215	-0.132740384406683	0.283262848518839	0.44717337322356043
ENSG00000180116	-0.084130943741074	0.282797480759147	0.44717337322356043
ENSG00000272550	-0.167210733075556	0.280416989569501	0.44717337322356043
ENSG00000272794	-0.167210733075556	0.280416989569501	0.44717337322356043
ENSG00000272935	-0.167210733075556	0.280416989569501	0.44717337322356043
